Count	Cluster	Cmi	Cpl	Ler	Loc	Gga	Xtr
1	CL01793	Cmi30	Cpl37		Loc28	GgaSca95	Xtr08
1	CL01839		Cpl37	LerSca1051	Loc14	Gga09	Xtr08
1	CL01840		Cpl37	LerSca166	Loc29	Gga26	Xtr08
1	CL01841		Cpl37	LerSca165	Loc01	Gga16	Xtr08
1	CL01842		Cpl37	LerSca71	Loc09, LocSca126		Xtr08
1	CL01927	Cmi12	Cpl37	LerSca65			Xtr08
1	CL01976	Cmi30		LerSca446	Loc05		Xtr08
1	CL01977	Cmi30		LerSca93	Loc21		Xtr08
1	CL02055		Cpl37	LerSca465	Loc20		Xtr08
##group=38
26	CL00055	CmiSca	Cpl41	Ler38	Loc02	Gga38	Xtr08
18	CL00696		Cpl41	Ler38	Loc02		Xtr08
14	CL00717		Cpl41	Ler38	Loc02		
11	CL00747	CmiSca	Cpl41	Ler38	Loc02		Xtr08
8	CL00798		Cpl41	Ler38	Loc02	Gga38	Xtr08
5	CL00876	CmiSca	Cpl41	Ler38	Loc02		
4	CL00920	CmiSca	Cpl41	Ler38			Xtr08
4	CL00928		Cpl41		Loc02		Xtr08
3	CL00302	CmiSca902	CplSca1056	Ler38	Loc02	Gga38	Xtr08
3	CL00655	CmiSca	Cpl41		Loc02		
3	CL01003		Cpl41	Ler38			Xtr08
2	CL00607	CmiSca45	Cpl41	Ler38	Loc02	Gga38	Xtr02
2	CL00646	CmiSca185		Ler38	Loc02		
2	CL01083	CmiSca	Cpl41	Ler38	Loc02	Gga38	
2	CL01148	CmiSca	Cpl41	Ler38		Gga38	Xtr08
1	CL00216	CmiSca304, CmiSca68	Cpl32, CplSca146, CplSca13586	Ler06	Loc01	Gga31	Xtr08
1	CL00606	CmiSca45	Cpl41	Ler38	Loc13	Gga38	Xtr08
1	CL00608	CmiSca49	Cpl41	Ler38	Loc28	Gga38	Xtr08
1	CL00617	CmiSca394	Cpl41	Ler38	Loc02	GgaSca144	Xtr08
1	CL00618	CmiSca394	Cpl41	Ler38	Loc02	Gga04	Xtr08
1	CL00626	CmiSca1176	Cpl41	Ler38	Loc02	Gga14	Xtr09
1	CL00627	CmiSca1176	Cpl41	Ler38	Loc02	Gga09	Xtr08
1	CL01248			Ler38	Loc02		Xtr10
1	CL01249		Cpl41	Ler38	Loc10	Gga06	Xtr08
1	CL01276	CmiSca45	Cpl41			Gga38	Xtr08
1	CL01457	CmiSca394	Cpl41		Loc02		Xtr08
1	CL01526	CmiSca45	Cpl41				Xtr08
1	CL01805	CmiSca185	Cpl41	Ler38	Loc26		Xtr08
1	CL01844		Cpl41	Ler38	Loc02	Gga16	Xtr08
1	CL01845		Cpl41	Ler38	Loc02	Gga11	Xtr08
1	CL01984	CmiSca49		Ler38		Gga38	Xtr08
##group=39
30	CL00167	CmiSca	Cpl48	LerSca	Loc02	GgaSca	Xtr03
10	CL00764		Cpl48	LerSca	Loc02		
6	CL00842		Cpl48	LerSca	Loc02		Xtr03
5	CL00861		Cpl48		Loc02		Xtr03
3	CL00649		Cpl43	LerSca	Loc02		Xtr03
3	CL01008		Cpl48	LerSca			Xtr03
3	CL01014		Cpl48	LerSca	Loc02	GgaSca	Xtr03
2	CL01062		Cpl48	Ler51	Loc02		
1	CL01552	CmiSca105	Cpl48		Loc17		Xtr03
1	CL01581	Cmi08	Cpl48				Xtr03
1	CL01585	CmiSca1274	Cpl48	Ler51	Loc02		
1	CL01588	Cmi11	Cpl48		Loc02		
1	CL01663	Cmi11, CmiSca41	Cpl48	LerSca499	Loc02		Xtr03
1	CL01681		Cpl43	LerSca176, LerSca240	Loc02		
1	CL01804	CmiSca60	Cpl35	Ler32	Loc02		Xtr03
1	CL01988	CmiSca398	Cpl43		Loc02		Xtr03
1	CL02060		Cpl43		Loc02	GgaSca64	Xtr03
1	CL02068		Cpl48	Ler51	Loc02		Xtr03
1	CL02070		Cpl48	LerSca240	Loc08		Xtr03
1	CL02072		Cpl48	LerSca1016	Loc02		Xtr01
1	CL02219		Cpl43		Loc02		Xtr03
1	CL02220		Cpl43	Ler51	Loc02		
##group=40
28	CL00603	CmiSca37	Cpl45	LerSca120	Loc28	Gga02	Xtr04
3	CL00949	CmiSca	Cpl45	Ler44	Loc28		Xtr04
3	CL00952	CmiSca	Cpl45	LerSca		Gga39	Xtr04
3	CL00974		Cpl45	Ler44			Xtr04
3	CL00999		Cpl45	LerSca		Gga39	Xtr04
3	CL01023		Cpl45	LerSca	Loc28	Gga39	Xtr04
2	CL01097		Cpl45	Ler44	Loc28		
2	CL01134		Cpl45			Gga39	Xtr04
2	CL01193		Cpl45	Ler44		Gga39	Xtr04
1	CL01632		Cpl45	LerSca70		Gga39	
1	CL01638		Cpl45	Ler14	Loc28		
1	CL01801	CmiSca37	Cpl45	LerSca120		GgaSca44	Xtr04
1	CL01802	CmiSca37	Cpl45		Loc28	Gga05	Xtr04
1	CL01848		Cpl45	LerSca923	Loc07	Gga39	Xtr04
1	CL01982	CmiSca37	Cpl45			Gga39	Xtr04
1	CL01983	CmiSca37	Cpl45	Ler44			Xtr04
1	CL02062		Cpl45	LerSca198		GgaSca44	Xtr04
1	CL02063		Cpl45	LerSca144	Loc28		Xtr02
1	CL02064		Cpl45	Ler44	Loc28		Xtr04
1	CL02174	CmiSca1054		Ler44			Xtr04
1	CL02222		Cpl45	Ler08	Loc28		
1	CL02266			Ler44	Loc28		Xtr04
##group=41
9	CL00610	CmiSca56	Cpl39	LerSca188	Loc01	GgaSca66	Xtr08
3	CL01025		Cpl39		Loc24	Gga25	Xtr08
1	CL01673	CmiSca684	CplSca81707	LerSca530		Gga14	Xtr08
1	CL02057		Cpl39		LocSca198	Gga04	Xtr08
##group=100
21	CL00687	Cmi01	Cpl02	Ler03	Loc02		Xtr01
20	CL00691	Cmi01	Cpl01	Ler01	Loc02		Xtr01
9	CL00768	Cmi01	Cpl01	Ler01	Loc02		
8	CL00787	Cmi01	Cpl02	Ler03	Loc04		Xtr01
7	CL00814	Cmi01	Cpl32	Ler01	Loc04		Xtr01
7	CL00817	Cmi01	Cpl02	Ler03	Loc02		
5	CL00870	Cmi01	Cpl01	Ler01	Loc04		Xtr01
5	CL00871	Cmi01	Cpl01	Ler01			Xtr01
5	CL00874	Cmi01	Cpl01	Ler01	Loc04		
4	CL00921	Cmi01	Cpl01	LerSca	Loc04		
4	CL00926	Cmi01			Loc04		Xtr01
4	CL00935		Cpl02	Ler03	Loc02		Xtr01
3	CL00945	Cmi01	Cpl01		Loc04		Xtr01
3	CL00953	Cmi01	Cpl32	Ler01	Loc04		
3	CL00960	Cmi01			Loc02		Xtr01
3	CL00980	Cmi01	Cpl02	Ler03	Loc04		
3	CL00982	Cmi01	Cpl02		Loc02		Xtr01
3	CL00997	Cmi01	Cpl01		Loc04		
3	CL01028		Cpl01	Ler01			Xtr01
2	CL01042	Cmi01	Cpl01		Loc02		Xtr01
2	CL01087	Cmi01	Cpl32		Loc04		
2	CL01089	Cmi01	Cpl01	Ler48	Loc04		
2	CL01090	Cmi01	Cpl32		Loc04		Xtr01
2	CL01099		Cpl32	Ler01	Loc04		Xtr01
2	CL01113	Cmi01	Cpl01		Loc02		
2	CL01145	Cmi01	Cpl32	Ler01	Loc02		Xtr01
2	CL01162	Cmi01		Ler03	Loc02		Xtr01
1	CL00229	Cmi01	Cpl02	Ler03	Loc04	Gga25	Xtr08
1	CL00251	Cmi01	Cpl02	Ler03	Loc19	Gga28	Xtr01
1	CL00305	Cmi01	Cpl32	Ler01	Loc04	Gga06	Xtr01
1	CL00306	Cmi01	Cpl02, CplSca7842	Ler03	Loc04	Gga14	Xtr01
1	CL00355	Cmi01	Cpl01	Ler01	Loc04	Gga19	Xtr06
1	CL00359	Cmi01	Cpl01	Ler01	Loc04	Gga02	Xtr01
1	CL00361	Cmi01	Cpl01	Ler48	Loc04	Gga02	Xtr05
1	CL00364	Cmi01	Cpl02	Ler03	Loc04	Gga01	Xtr01
1	CL00366	Cmi01	Cpl02	Ler03	Loc02	Gga19	Xtr02
1	CL01264			Ler01	Loc06	Gga13	Xtr01
1	CL01272	Cmi01	Cpl32	Ler01			Xtr01
1	CL01286		Cpl01	LerSca142	Loc04		
1	CL01288		Cpl02	Ler03	Loc04		
1	CL01345		Cpl02	Ler03	Loc02		
1	CL01358	Cmi01		Ler01			Xtr01
1	CL01368		Cpl32	Ler01	Loc04		
1	CL01375	Cmi01	Cpl02		Loc04		Xtr01
1	CL01416	Cmi01	Cpl32	Ler01	Loc02		
1	CL01421	Cmi01		Ler39	Loc02		Xtr08
1	CL01424	Cmi01		Ler03			Xtr01
1	CL01560	Cmi01		Ler01	Loc02	GgaW	Xtr01
1	CL01569	Cmi04	Cpl01	Ler32	Loc02		
1	CL01609	Cmi01			Loc04	Gga13	
1	CL01610	Cmi01	Cpl01				Xtr01
1	CL01635		Cpl32	Ler01	Loc02		
1	CL01647	Cmi01	Cpl02	Ler03	Loc02		Xtr03
1	CL01648	Cmi01, CmiSca836	Cpl02				Xtr01
1	CL01692	Cmi01	Cpl01		Loc04	Gga05	Xtr08
1	CL01694	Cmi01	Cpl01	Ler01	Loc04		Xtr07
1	CL01696	Cmi01	Cpl02	Ler03	Loc02		Xtr06
1	CL01698	Cmi01	Cpl02	Ler03	Loc02		Xtr05
1	CL01870	Cmi01	CplSca10537	Ler01			Xtr01
1	CL01873	Cmi01	Cpl02		Loc02		
1	CL01992		Cpl01	Ler48, LerSca142	Loc04		
1	CL01994		Cpl01	Ler01	Loc04		Xtr01
1	CL02176		Cpl01		LocSca362		Xtr01
1	CL02178		Cpl01	Ler01	Loc02		
1	CL02210		Cpl32		Loc02		Xtr01
1	CL02211		Cpl32		Loc04		Xtr01
1	CL02255			Ler01	Loc04		Xtr01
